firm_id,year,assign_province,assign_city,assign_county,analysis_city_id,industry_code,industry_name,industry_group,tech_industry,listing_year,policy_pilot_id,policy_cohort_id,policy_scope_level,policy_scope_name,policy_approval_year,policy_first_full_year,did_treated,did_post_approval,did_post_full,never_treated,gvar,event_time_full,rd_intensity,rd_intensity_w,rd_sales_pct,patent_app_invention,ln_patent_invention,size,lev,roa,growth,fixed,cashflow,firm_age,soe,pre_size,pre_soe,pre_patent_mean,gov_subsidy_cny,ln_gov_subsidy,kz_index,sa_index,rd_staff_num,ln_rd_staff,c_gdp,c_gdp_pc,c_gdp_growth,c_gdp_share_tertiary,c_sci_tech_exp,c_telecom_revenue,c_mobile_subscribers,sample_base,sample_rd_main,sample_pat_main,sample_rd_controls,sample_pat_controls,rd_intensity_source_reference,ln_patent_source_reference,synthetic_effect_rd,synthetic_effect_patent,is_semisynthetic,sample_share,sample_seed,synthetic_seed,data_version
T00002,2015,江苏省,扬州市,邗江区,143.0,C39,计算机、通信和其他电子设备制造业,C3,1,2014.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,0.034825145920771655,0.034825145920771655,3.4825145920771656,21,3.079218695654966,21.0088291168213,0.361384272575378,0.124705001711845,0.287245988845825,0.199765175580978,0.0634575560688972,2.30258512496948,0.0,21.42593116760256,0.0,11.8,1208718.2093709006,14.005071852309085,0.5187691240490118,-3.400683486249954,116,4.761079154172456,4016.84,89647.0,10.3,43.89,131900.0,405147.0,441.0,1,1,1,1,1,0.0339,2.1972245773362196,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00002,2016,江苏省,扬州市,邗江区,143.0,C39,计算机、通信和其他电子设备制造业,C3,1,2014.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,0.06436072437127255,0.06436072437127255,6.436072437127255,9,2.293125722116598,21.6350803375244,0.186283975839615,0.105922996997833,0.427235990762711,0.16869992017746,0.101855501532555,2.39789533615112,0.0,21.42593116760256,0.0,11.8,6020532.871556051,15.610686496335633,0.5068732577764247,-3.8728420069757146,70,4.256657086579416,4449.38,99151.0,9.4,44.96,140852.5,422884.0,437.0,1,1,1,1,1,0.0419,2.6390573296152584,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00002,2017,江苏省,扬州市,邗江区,143.0,C39,计算机、通信和其他电子设备制造业,C3,1,2014.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,0.0667395815164777,0.0667395815164777,6.67395815164777,28,3.366486832127575,21.9138908386231,0.308802366256714,0.0925659984350204,0.23471200466156,0.169919356703758,0.0746068954467773,2.4849066734314,0.0,21.42593116760256,0.0,11.8,8689018.206928825,15.977570626306738,0.5130368717774435,-3.5916501173056923,107,4.685400358869169,4957.775,110047.5,8.05,45.985,149805.0,441921.0,463.0,1,1,1,1,1,0.0492,2.995732273553991,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00002,2018,江苏省,扬州市,邗江区,143.0,C39,计算机、通信和其他电子设备制造业,C3,1,2014.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,0.039730681390189905,0.039730681390189905,3.9730681390189906,6,1.99987729280766,21.9641723632813,0.278208196163177,0.0558589994907379,0.260138005018234,0.275115668773651,0.0612447932362557,2.56494927406311,0.0,21.42593116760256,0.0,11.8,4986403.020671064,15.422225570803876,0.5689397937743167,-3.5242113547406,95,4.563804265055153,5466.17,120944.0,6.7,47.01,160500.0,458482.0,508.0,1,1,1,1,1,0.052,2.9444389791664403,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00002,2019,江苏省,扬州市,邗江区,143.0,C39,计算机、通信和其他电子设备制造业,C3,1,2014.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,0.0472149410855972,0.0472149410855972,4.72149410855972,21,3.0733554865207493,21.9842033386231,0.25253701210022,0.0630960017442703,0.0838610008358955,0.2829649746418,0.105444446206093,2.63905739784241,0.0,21.42593116760256,0.0,11.8,6900447.636608271,15.747096987252093,0.4377952052507446,-3.5910748487253166,89,4.49872826104416,5850.0,128856.0,6.8,47.51,173400.0,469212.0,525.0,1,1,1,1,1,0.0496999999999999,3.218875824868201,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00002,2020,江苏省,扬州市,邗江区,143.0,C39,计算机、通信和其他电子设备制造业,C3,1,2014.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,0.05420511016725427,0.05420511016725427,5.420511016725427,41,3.742087480531973,22.1310310363769,0.264563173055649,0.100313000380993,0.303873986005783,0.237162530422211,0.120814889669418,2.70805025100708,0.0,21.42593116760256,0.0,11.8,7772492.166543599,15.866101541730819,0.5505248622169456,-3.9052048858921418,128,4.858478387432158,6048.0,132784.0,3.5,48.86,124703.0,240315.0,5997.5,1,1,1,1,1,0.0501,3.258096538021482,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00002,2021,江苏省,扬州市,邗江区,143.0,C39,计算机、通信和其他电子设备制造业,C3,1,2014.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,0.04430054863916133,0.04430054863916133,4.4300548639161335,24,3.2265679343687315,22.7238998413086,0.292180746793747,0.143811002373695,0.680029988288879,0.182500079274178,0.09672000259161,2.7725887298584,0.0,21.42593116760256,0.0,11.8,2368262.7743010684,14.677667659956935,0.5563875947779501,-3.5913761193162292,118,4.78077660865613,6696.0,146562.0,7.0,47.37,147329.0,11418.0,11470.0,1,1,1,1,1,0.055,3.332204510175204,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00002,2022,江苏省,扬州市,邗江区,143.0,C39,计算机、通信和其他电子设备制造业,C3,1,2014.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,0.05969854351922869,0.05969854351922869,5.969854351922868,16,2.8096924571563657,22.9727916717529,0.331664651632309,0.129609003663063,0.22902700304985,0.307292610406876,0.0841959193348885,2.83321332931519,0.0,21.42593116760256,0.0,11.8,4928998.569958934,15.410646598440389,0.5961022770493899,-3.466383432897546,131,4.881985562862797,7105.0,155132.0,4.3,46.56,145907.0,584076.0,547.0,1,1,1,1,1,0.0542,3.784189633918261,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00002,2023,江苏省,扬州市,邗江区,143.0,C39,计算机、通信和其他电子设备制造业,C3,1,2014.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,0.05988327620739632,0.05988327620739632,5.988327620739632,23,3.1595968516088817,23.2590980529785,0.312050193548203,0.0833600014448166,0.0011660000309348,0.275635004043579,0.0712303519248962,2.89037179946899,0.0,21.42593116760256,0.0,11.8,4695165.393371059,15.362044110544115,0.5886866082070642,-3.748452200814423,69,4.251832027977409,7423.0,161940.0,6.0,48.18,170801.0,650010.0,561.0,1,1,1,1,1,0.0658,4.31748811353631,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00002,2024,江苏省,扬州市,邗江区,143.0,C39,计算机、通信和其他电子设备制造业,C3,1,2014.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,0.06933748373526882,0.06933748373526882,6.933748373526882,19,2.9915525406610137,23.3815383911133,0.357965618371964,0.0743990018963814,0.115261003375053,0.242944583296776,0.0975314676761627,2.94443893432617,0.0,21.42593116760256,0.0,11.8,2953751.883660267,14.89858708375371,0.6919841088716906,-3.684639641777022,211,5.354972015290109,7810.0,170297.0,6.0,48.78,167222.0,663050.0,577.0,1,1,1,1,1,0.0702,4.700480365792417,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00003,2016,安徽省,宣城市,旌德县,55.0,C27,医药制造业,C2,1,2016.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,0.04673635596197386,0.04673635596197386,4.6736355961973866,9,2.2552966171463824,20.3656730651856,0.0978145748376846,0.0940070003271103,0.116806000471115,0.29082453250885,0.0465097352862358,3.04452252388,1.0,20.420261383056648,1.0,8.5,16819536.704970784,16.638051727290147,0.6143162900377995,-3.9923554630803384,293,5.684588123421927,1057.8243,40740.0,8.7,40.47,94481.5,173651.0,203.0,1,1,1,1,1,,2.5649493574615367,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00003,2018,安徽省,宣城市,旌德县,55.0,C27,医药制造业,C2,1,2016.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,0.043728577588518044,0.043728577588518044,4.372857758851804,7,2.100822529846881,20.4748497009277,0.106976233422756,0.0448619984090328,0.0306119993329048,0.290177047252655,0.0352854505181313,3.13549423217773,1.0,20.420261383056648,1.0,8.5,8641062.84672358,15.972036263608134,0.6374220079299323,-3.972782988504932,266,5.586473294433172,1317.2047,50065.0,8.3,41.01,139447.0,198682.0,249.0,1,1,1,1,1,0.0446,1.791759469228055,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00003,2019,安徽省,宣城市,旌德县,55.0,C27,医药制造业,C2,1,2016.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,0.05543413698118738,0.05543413698118738,5.543413698118738,20,3.0660437998845187,20.5391063690186,0.126806780695915,0.0451610013842583,0.104671999812126,0.256170779466629,0.0625487118959427,3.178053855896,1.0,20.420261383056648,1.0,8.5,2422931.9662706014,14.70048933382397,0.6229878819735298,-4.118947638194049,356,5.877297501694895,1561.0,58819.0,7.8,43.12,156972.0,180770.0,260.0,1,1,1,1,1,0.0392,0.6931471805599453,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00003,2020,安徽省,宣城市,旌德县,55.0,C27,医药制造业,C2,1,2016.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,0.054247904788304366,0.054247904788304366,5.424790478830436,8,2.2369245618594586,20.6353225708008,0.164512291550636,0.0498859994113445,-0.0188319999724627,0.235908553004265,0.0684764459729195,3.21887588500977,1.0,20.420261383056648,1.0,8.5,1525170.4516967188,14.23761738904628,0.5739225343606753,-3.8835481202410342,438,6.084134871720644,1607.0,64301.0,4.0,42.75,145029.0,91376.5,1605.0,1,1,1,1,1,0.0293,0.0,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00003,2021,安徽省,宣城市,旌德县,55.0,C27,医药制造业,C2,1,2016.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,0.05941900096995887,0.05941900096995887,5.941900096995887,6,1.9224518089872413,20.7756881713867,0.231391280889511,0.0564300008118153,0.189291998744011,0.353615194559097,0.0816926807165146,3.25809645652771,1.0,20.420261383056648,1.0,8.5,4615284.949589242,15.344884384907337,0.5870790413171568,-3.7598362923119812,264,5.580479744853413,1834.0,73548.0,10.1,42.04,140468.0,1983.0,2950.0,1,1,1,1,1,0.0354,2.0794415416798357,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00003,2022,安徽省,宣城市,旌德县,55.0,C27,医药制造业,C2,1,2016.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,0.06629658176044083,0.06629658176044083,6.6296581760440825,9,2.3238224901122506,20.7602653503418,0.17681722342968,0.0583049990236759,0.127478003501892,0.365722358226776,0.0800014063715935,3.29583692550659,1.0,20.420261383056648,1.0,8.5,6827913.970834359,15.736529909806972,0.5658958792133572,-3.9662902543086718,456,6.124097894799407,1914.0,76853.0,4.2,41.66,127557.0,226012.0,283.0,1,1,1,1,1,0.035,1.0986122886681098,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00003,2023,安徽省,宣城市,旌德县,55.0,C27,医药制造业,C2,1,2016.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,0.0587153450411009,0.0587153450411009,5.87153450411009,11,2.4920014003235202,20.8213768005371,0.18309585750103,0.0608489997684956,0.080435998737812,0.308934450149536,0.0905246883630753,3.33220458030701,1.0,20.420261383056648,1.0,8.5,5213232.351867734,15.466710826198943,0.6750836205136618,-3.8243997060038435,348,5.8564760869963655,1952.0,78358.0,5.9,44.35,145330.0,246582.0,286.0,1,1,1,1,1,0.0341,1.0986122886681098,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00003,2024,安徽省,宣城市,旌德县,55.0,C27,医药制造业,C2,1,2016.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,0.04705254656094239,0.04705254656094239,4.705254656094239,12,2.533021515129642,20.8062591552734,0.155331492424011,0.0452760010957718,0.0231480002403259,0.297829121351242,0.058452919125557,3.36729574203491,1.0,20.420261383056648,1.0,8.5,3703170.1145086642,15.124700068525296,0.5892411578619201,-4.04556859037702,240,5.485215520891316,2054.0,82520.0,5.8,46.72,148022.0,261200.0,300.0,1,1,1,1,1,0.0296,1.0986122886681098,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00004,2011,四川省,成都市,郫都区,36.0,C39,计算机、通信和其他电子设备制造业,C3,1,2010.0,AI009,C5,地级市,成都市,2020.0,2021.0,1.0,0.0,0.0,0.0,2021.0,-10.0,0.03099414629439822,0.03099414629439822,3.099414629439822,1,0.8272391092662212,20.7972145080566,0.0574138835072517,0.140778005123138,0.698989987373352,0.130532175302505,0.111723199486732,2.39789533615112,0.0,20.862668991088864,0.0,2.125,780700.9720761306,13.567948758140968,0.7073889685806597,-4.589502788588971,335,5.81749479723529,6854.5786,48755.0,15.2,49.36,147010.0,1586814.0,2022.99,1,1,1,1,1,0.0334,1.0986122886681098,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00004,2012,四川省,成都市,郫都区,36.0,C39,计算机、通信和其他电子设备制造业,C3,1,2010.0,AI009,C5,地级市,成都市,2020.0,2021.0,1.0,0.0,0.0,0.0,2021.0,-9.0,0.049749919258739936,0.049749919258739936,4.974991925873994,0,0.32969846331146435,20.7880554199219,0.0625796541571617,0.0718199983239174,-0.135659992694855,0.199360191822052,0.0836744010448456,2.4849066734314,0.0,20.862668991088864,0.0,2.125,1544190.5757083073,14.250011079401165,0.7147708646846621,-4.863219023095284,507,6.230588738417714,8138.9438,57624.0,13.0,49.46,190863.0,1679676.0,2136.1,1,1,1,1,1,0.0389,0.0,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00004,2013,四川省,成都市,郫都区,36.0,C39,计算机、通信和其他电子设备制造业,C3,1,2010.0,AI009,C5,地级市,成都市,2020.0,2021.0,1.0,0.0,0.0,0.0,2021.0,-8.0,0.06793754455018762,0.06793754455018762,6.793754455018762,1,0.6538893200679274,20.7839069366455,0.0726084336638451,0.0523249991238117,-0.273496001958847,0.200452029705048,0.032675638794899,2.56494927406311,0.0,20.862668991088864,0.0,2.125,3232646.7346954406,14.988812091505826,0.5958708301502199,-4.60965894304749,411,6.022181593532223,9108.8904,76674.0,11.92,50.22,205998.0,1840208.0,2274.84,1,1,1,1,1,0.0641,0.0,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
T00004,2014,四川省,成都市,郫都区,36.0,C39,计算机、通信和其他电子设备制造业,C3,1,2010.0,AI009,C5,地级市,成都市,2020.0,2021.0,1.0,0.0,0.0,0.0,2021.0,-7.0,0.013053965201014761,0.013053965201014761,1.305396520101476,3,1.3698368471965385,20.8213882446289,0.0847428143024445,0.0670839995145798,0.0709529966115952,0.189157828688621,0.0938020125031471,2.63905739784241,0.0,20.862668991088864,0.0,2.125,717627.3317588583,13.48370707021667,0.7603086097875855,-4.550010007734082,535,6.283252939062465,10056.5926,70019.0,8.9,51.62,253590.0,3100859.0,2203.0,1,1,1,1,1,0.0501,1.0986122886681098,0.0,0.0,1,0.5,20260720,20260721,semisynthetic_teaching_v1
